time_s,tp,tn,fp,fn,dr,fpr,precision,f1,mcc,atk_error_m,rsr,amsr,i_leak,mcar,nsd,detection_ms,trust_score,cnn_conf
263.0000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,22.3381,0.6148,0.4248
263.5000,57,192,8,23,0.7125,0.0400,0.8769,0.7862,0.7196,172.5000,0.2875,0.7125,0.2875,0.9600,0.8775,26.6045,0.6228,0.4328
264.0000,53,190,10,27,0.6625,0.0500,0.8413,0.7413,0.6626,202.5000,0.3375,0.6625,0.3375,0.9500,0.8542,23.7969,0.6342,0.4442
264.5000,52,188,12,28,0.6500,0.0600,0.8125,0.7222,0.6347,210.0000,0.3500,0.6500,0.3500,0.9400,0.8433,26.2980,0.6191,0.4291
265.0000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,24.6653,0.6153,0.4253
265.5000,59,195,5,21,0.7375,0.0250,0.9219,0.8194,0.7665,157.5000,0.2625,0.7375,0.2625,0.9750,0.8958,23.9379,0.6205,0.4305
266.0000,59,191,9,21,0.7375,0.0450,0.8676,0.7973,0.7296,157.5000,0.2625,0.7375,0.2625,0.9550,0.8825,27.9112,0.6336,0.4436
266.5000,55,188,12,25,0.6875,0.0600,0.8209,0.7483,0.6644,187.5000,0.3125,0.6875,0.3125,0.9400,0.8558,27.2575,0.6239,0.4339
267.0000,55,188,12,25,0.6875,0.0600,0.8209,0.7483,0.6644,187.5000,0.3125,0.6875,0.3125,0.9400,0.8558,24.0487,0.6229,0.4329
267.5000,56,188,12,24,0.7000,0.0600,0.8235,0.7568,0.6742,180.0000,0.3000,0.7000,0.3000,0.9400,0.8600,25.4190,0.6348,0.4448
268.0000,50,190,10,30,0.6250,0.0500,0.8333,0.7143,0.6331,225.0000,0.3750,0.6250,0.3750,0.9500,0.8417,22.8053,0.6472,0.4572
268.5000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,25.2113,0.6381,0.4481
269.0000,56,184,16,24,0.7000,0.0800,0.7778,0.7368,0.6408,180.0000,0.3000,0.7000,0.3000,0.9200,0.8467,22.5281,0.6173,0.4273
269.5000,61,190,10,19,0.7625,0.0500,0.8592,0.8079,0.7398,142.5000,0.2375,0.7625,0.2375,0.9500,0.8875,23.9518,0.6138,0.4238
270.0000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,25.1524,0.6193,0.4293
270.5000,56,194,6,24,0.7000,0.0300,0.9032,0.7887,0.7290,180.0000,0.3000,0.7000,0.3000,0.9700,0.8800,23.6712,0.6228,0.4328
271.0000,46,184,16,34,0.5750,0.0800,0.7419,0.6479,0.5386,255.0000,0.4250,0.5750,0.4250,0.9200,0.8050,27.2868,0.6279,0.4379
271.5000,51,192,8,29,0.6375,0.0400,0.8644,0.7338,0.6619,217.5000,0.3625,0.6375,0.3625,0.9600,0.8525,22.8791,0.6114,0.4214
272.0000,60,188,12,20,0.7500,0.0600,0.8333,0.7895,0.7132,150.0000,0.2500,0.7500,0.2500,0.9400,0.8767,27.9485,0.6453,0.4553
272.5000,58,189,11,22,0.7250,0.0550,0.8406,0.7785,0.7024,165.0000,0.2750,0.7250,0.2750,0.9450,0.8717,24.3792,0.6243,0.4343
273.0000,61,189,11,19,0.7625,0.0550,0.8472,0.8026,0.7313,142.5000,0.2375,0.7625,0.2375,0.9450,0.8842,22.6543,0.6118,0.4218
273.5000,57,193,7,23,0.7125,0.0350,0.8906,0.7917,0.7289,172.5000,0.2875,0.7125,0.2875,0.9650,0.8808,24.1746,0.6334,0.4434
274.0000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,22.4731,0.6455,0.4555
274.5000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,27.6007,0.6233,0.4333
275.0000,52,191,9,28,0.6500,0.0450,0.8525,0.7376,0.6621,210.0000,0.3500,0.6500,0.3500,0.9550,0.8533,23.4624,0.6352,0.4452
275.5000,52,186,14,28,0.6500,0.0700,0.7879,0.7123,0.6173,210.0000,0.3500,0.6500,0.3500,0.9300,0.8367,26.6930,0.6117,0.4217
276.0000,62,187,13,18,0.7750,0.0650,0.8267,0.8000,0.7243,135.0000,0.2250,0.7750,0.2250,0.9350,0.8817,23.4723,0.6232,0.4332
276.5000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,24.8872,0.6373,0.4473
277.0000,53,194,6,27,0.6625,0.0300,0.8983,0.7626,0.7006,202.5000,0.3375,0.6625,0.3375,0.9700,0.8675,27.9028,0.6118,0.4218
277.5000,56,186,14,24,0.7000,0.0700,0.8000,0.7467,0.6573,180.0000,0.3000,0.7000,0.3000,0.9300,0.8533,25.8560,0.6314,0.4414
278.0000,55,189,11,25,0.6875,0.0550,0.8333,0.7534,0.6732,187.5000,0.3125,0.6875,0.3125,0.9450,0.8592,25.3269,0.6485,0.4585
278.5000,57,192,8,23,0.7125,0.0400,0.8769,0.7862,0.7196,172.5000,0.2875,0.7125,0.2875,0.9600,0.8775,25.5569,0.6399,0.4499
279.0000,64,189,11,16,0.8000,0.0550,0.8533,0.8258,0.7600,120.0000,0.2000,0.8000,0.2000,0.9450,0.8967,23.4076,0.6476,0.4576
279.5000,62,189,11,18,0.7750,0.0550,0.8493,0.8105,0.7409,135.0000,0.2250,0.7750,0.2250,0.9450,0.8883,22.6533,0.6368,0.4468
280.0000,56,191,9,24,0.7000,0.0450,0.8615,0.7724,0.7009,180.0000,0.3000,0.7000,0.3000,0.9550,0.8700,24.0938,0.6391,0.4491
280.5000,57,185,15,23,0.7125,0.0750,0.7917,0.7500,0.6589,172.5000,0.2875,0.7125,0.2875,0.9250,0.8542,24.8455,0.6285,0.4385
281.0000,63,191,9,17,0.7875,0.0450,0.8750,0.8289,0.7675,127.5000,0.2125,0.7875,0.2125,0.9550,0.8992,24.4050,0.6468,0.4568
281.5000,55,192,8,25,0.6875,0.0400,0.8730,0.7692,0.7005,187.5000,0.3125,0.6875,0.3125,0.9600,0.8692,23.4648,0.6416,0.4516
282.0000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,23.4279,0.6418,0.4518
282.5000,63,195,5,17,0.7875,0.0250,0.9265,0.8514,0.8033,127.5000,0.2125,0.7875,0.2125,0.9750,0.9125,24.9163,0.6309,0.4409
283.0000,57,181,19,23,0.7125,0.0950,0.7500,0.7308,0.6273,172.5000,0.2875,0.7125,0.2875,0.9050,0.8408,24.6617,0.6177,0.4277
283.5000,59,186,14,21,0.7375,0.0700,0.8082,0.7712,0.6869,157.5000,0.2625,0.7375,0.2625,0.9300,0.8658,26.7905,0.6152,0.4252
284.0000,54,188,12,26,0.6750,0.0600,0.8182,0.7397,0.6546,195.0000,0.3250,0.6750,0.3250,0.9400,0.8517,27.6116,0.6275,0.4375
284.5000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,26.1815,0.6433,0.4533
285.0000,57,194,6,23,0.7125,0.0300,0.9048,0.7972,0.7384,172.5000,0.2875,0.7125,0.2875,0.9700,0.8842,27.1735,0.6257,0.4357
285.5000,53,189,11,27,0.6625,0.0550,0.8281,0.7361,0.6536,202.5000,0.3375,0.6625,0.3375,0.9450,0.8508,23.6146,0.6212,0.4312
286.0000,58,189,11,22,0.7250,0.0550,0.8406,0.7785,0.7024,165.0000,0.2750,0.7250,0.2750,0.9450,0.8717,22.4951,0.6124,0.4224
286.5000,47,188,12,33,0.5875,0.0600,0.7966,0.6763,0.5843,247.5000,0.4125,0.5875,0.4125,0.9400,0.8225,27.3235,0.6128,0.4228
287.0000,58,189,11,22,0.7250,0.0550,0.8406,0.7785,0.7024,165.0000,0.2750,0.7250,0.2750,0.9450,0.8717,24.4821,0.6127,0.4227
287.5000,61,182,18,19,0.7625,0.0900,0.7722,0.7673,0.6751,142.5000,0.2375,0.7625,0.2375,0.9100,0.8608,25.3207,0.6470,0.4570
288.0000,60,191,9,20,0.7500,0.0450,0.8696,0.8054,0.7391,150.0000,0.2500,0.7500,0.2500,0.9550,0.8867,27.1689,0.6212,0.4312
288.5000,60,185,15,20,0.7500,0.0750,0.8000,0.7742,0.6886,150.0000,0.2500,0.7500,0.2500,0.9250,0.8667,24.1555,0.6213,0.4313
289.0000,61,182,18,19,0.7625,0.0900,0.7722,0.7673,0.6751,142.5000,0.2375,0.7625,0.2375,0.9100,0.8608,23.1950,0.6277,0.4377
289.5000,64,188,12,16,0.8000,0.0600,0.8421,0.8205,0.7517,120.0000,0.2000,0.8000,0.2000,0.9400,0.8933,23.3830,0.6247,0.4347
290.0000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,23.4546,0.6390,0.4490
290.5000,51,194,6,29,0.6375,0.0300,0.8947,0.7445,0.6816,217.5000,0.3625,0.6375,0.3625,0.9700,0.8592,27.1185,0.6259,0.4359
291.0000,61,189,11,19,0.7625,0.0550,0.8472,0.8026,0.7313,142.5000,0.2375,0.7625,0.2375,0.9450,0.8842,26.2354,0.6227,0.4327
291.5000,53,189,11,27,0.6625,0.0550,0.8281,0.7361,0.6536,202.5000,0.3375,0.6625,0.3375,0.9450,0.8508,28.0168,0.6387,0.4487
292.0000,53,190,10,27,0.6625,0.0500,0.8413,0.7413,0.6626,202.5000,0.3375,0.6625,0.3375,0.9500,0.8542,22.8089,0.6105,0.4205
292.5000,60,186,14,20,0.7500,0.0700,0.8108,0.7792,0.6967,150.0000,0.2500,0.7500,0.2500,0.9300,0.8700,27.3631,0.6305,0.4405
293.0000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,27.2797,0.6101,0.4201
293.5000,56,192,8,24,0.7000,0.0400,0.8750,0.7778,0.7100,180.0000,0.3000,0.7000,0.3000,0.9600,0.8733,25.7624,0.6224,0.4324
294.0000,54,195,5,26,0.6750,0.0250,0.9153,0.7770,0.7200,195.0000,0.3250,0.6750,0.3250,0.9750,0.8750,27.7559,0.6238,0.4338
294.5000,59,190,10,21,0.7375,0.0500,0.8551,0.7919,0.7207,157.5000,0.2625,0.7375,0.2625,0.9500,0.8792,25.9109,0.6135,0.4235
295.0000,54,187,13,26,0.6750,0.0650,0.8060,0.7347,0.6459,195.0000,0.3250,0.6750,0.3250,0.9350,0.8483,26.7366,0.6313,0.4413
295.5000,55,192,8,25,0.6875,0.0400,0.8730,0.7692,0.7005,187.5000,0.3125,0.6875,0.3125,0.9600,0.8692,24.1737,0.6261,0.4361
296.0000,58,190,10,22,0.7250,0.0500,0.8529,0.7838,0.7111,165.0000,0.2750,0.7250,0.2750,0.9500,0.8750,23.0002,0.6483,0.4583
296.5000,56,189,11,24,0.7000,0.0550,0.8358,0.7619,0.6830,180.0000,0.3000,0.7000,0.3000,0.9450,0.8633,25.0109,0.6220,0.4320
297.0000,53,192,8,27,0.6625,0.0400,0.8689,0.7518,0.6813,202.5000,0.3375,0.6625,0.3375,0.9600,0.8608,26.8365,0.6431,0.4531
297.5000,56,193,7,24,0.7000,0.0350,0.8889,0.7832,0.7194,180.0000,0.3000,0.7000,0.3000,0.9650,0.8767,26.5986,0.6279,0.4379
298.0000,52,191,9,28,0.6500,0.0450,0.8525,0.7376,0.6621,210.0000,0.3500,0.6500,0.3500,0.9550,0.8533,27.4619,0.6108,0.4208
298.5000,55,190,10,25,0.6875,0.0500,0.8462,0.7586,0.6821,187.5000,0.3125,0.6875,0.3125,0.9500,0.8625,24.6663,0.6427,0.4527
299.0000,55,193,7,25,0.6875,0.0350,0.8871,0.7746,0.7099,187.5000,0.3125,0.6875,0.3125,0.9650,0.8725,26.3192,0.6284,0.4384
299.5000,53,189,11,27,0.6625,0.0550,0.8281,0.7361,0.6536,202.5000,0.3375,0.6625,0.3375,0.9450,0.8508,23.1627,0.6456,0.4556
300.0000,55,186,14,25,0.6875,0.0700,0.7971,0.7383,0.6473,187.5000,0.3125,0.6875,0.3125,0.9300,0.8492,22.8227,0.6211,0.4311
300.5000,54,192,8,26,0.6750,0.0400,0.8710,0.7606,0.6909,195.0000,0.3250,0.6750,0.3250,0.9600,0.8650,26.1694,0.6209,0.4309
301.0000,63,188,12,17,0.7875,0.0600,0.8400,0.8129,0.7421,127.5000,0.2125,0.7875,0.2125,0.9400,0.8892,24.7061,0.6182,0.4282
301.5000,55,191,9,25,0.6875,0.0450,0.8594,0.7639,0.6912,187.5000,0.3125,0.6875,0.3125,0.9550,0.8658,27.1444,0.6333,0.4433
302.0000,60,186,14,20,0.7500,0.0700,0.8108,0.7792,0.6967,150.0000,0.2500,0.7500,0.2500,0.9300,0.8700,22.9098,0.6327,0.4427
302.5000,53,192,8,27,0.6625,0.0400,0.8689,0.7518,0.6813,202.5000,0.3375,0.6625,0.3375,0.9600,0.8608,22.7967,0.6197,0.4297
303.0000,53,193,7,27,0.6625,0.0350,0.8833,0.7571,0.6909,202.5000,0.3375,0.6625,0.3375,0.9650,0.8642,27.4383,0.6250,0.4350
303.5000,55,190,10,25,0.6875,0.0500,0.8462,0.7586,0.6821,187.5000,0.3125,0.6875,0.3125,0.9500,0.8625,25.2686,0.6209,0.4309
304.0000,56,192,8,24,0.7000,0.0400,0.8750,0.7778,0.7100,180.0000,0.3000,0.7000,0.3000,0.9600,0.8733,25.5597,0.6428,0.4528
304.5000,61,192,8,19,0.7625,0.0400,0.8841,0.8188,0.7574,142.5000,0.2375,0.7625,0.2375,0.9600,0.8942,22.6842,0.6160,0.4260
305.0000,56,185,15,24,0.7000,0.0750,0.7887,0.7417,0.6490,180.0000,0.3000,0.7000,0.3000,0.9250,0.8500,26.6657,0.6331,0.4431
305.5000,52,187,13,28,0.6500,0.0650,0.8000,0.7172,0.6260,210.0000,0.3500,0.6500,0.3500,0.9350,0.8400,23.8090,0.6211,0.4311
306.0000,61,190,10,19,0.7625,0.0500,0.8592,0.8079,0.7398,142.5000,0.2375,0.7625,0.2375,0.9500,0.8875,24.4184,0.6420,0.4520
306.5000,62,190,10,18,0.7750,0.0500,0.8611,0.8158,0.7494,135.0000,0.2250,0.7750,0.2250,0.9500,0.8917,25.7930,0.6311,0.4411
307.0000,52,185,15,28,0.6500,0.0750,0.7761,0.7075,0.6088,210.0000,0.3500,0.6500,0.3500,0.9250,0.8333,26.7215,0.6379,0.4479
307.5000,56,191,9,24,0.7000,0.0450,0.8615,0.7724,0.7009,180.0000,0.3000,0.7000,0.3000,0.9550,0.8700,22.4320,0.6393,0.4493
308.0000,55,188,12,25,0.6875,0.0600,0.8209,0.7483,0.6644,187.5000,0.3125,0.6875,0.3125,0.9400,0.8558,26.0406,0.6204,0.4304
308.5000,49,189,11,31,0.6125,0.0550,0.8167,0.7000,0.6138,232.5000,0.3875,0.6125,0.3875,0.9450,0.8342,24.1847,0.6264,0.4364
309.0000,57,185,15,23,0.7125,0.0750,0.7917,0.7500,0.6589,172.5000,0.2875,0.7125,0.2875,0.9250,0.8542,23.0322,0.6485,0.4585
309.5000,61,190,10,19,0.7625,0.0500,0.8592,0.8079,0.7398,142.5000,0.2375,0.7625,0.2375,0.9500,0.8875,26.1858,0.6440,0.4540
310.0000,55,191,9,25,0.6875,0.0450,0.8594,0.7639,0.6912,187.5000,0.3125,0.6875,0.3125,0.9550,0.8658,26.1981,0.6481,0.4581
310.5000,61,193,7,19,0.7625,0.0350,0.8971,0.8243,0.7664,142.5000,0.2375,0.7625,0.2375,0.9650,0.8975,25.9007,0.6133,0.4233
311.0000,53,192,8,27,0.6625,0.0400,0.8689,0.7518,0.6813,202.5000,0.3375,0.6625,0.3375,0.9600,0.8608,24.2258,0.6469,0.4569
311.5000,56,194,6,24,0.7000,0.0300,0.9032,0.7887,0.7290,180.0000,0.3000,0.7000,0.3000,0.9700,0.8800,25.0350,0.6383,0.4483
312.0000,49,188,12,31,0.6125,0.0600,0.8033,0.6950,0.6047,232.5000,0.3875,0.6125,0.3875,0.9400,0.8308,27.7920,0.6461,0.4561
312.5000,53,186,14,27,0.6625,0.0700,0.7910,0.7211,0.6274,202.5000,0.3375,0.6625,0.3375,0.9300,0.8408,23.0322,0.6199,0.4299
313.0000,56,191,9,24,0.7000,0.0450,0.8615,0.7724,0.7009,180.0000,0.3000,0.7000,0.3000,0.9550,0.8700,27.1817,0.6445,0.4545
313.5000,56,192,8,24,0.7000,0.0400,0.8750,0.7778,0.7100,180.0000,0.3000,0.7000,0.3000,0.9600,0.8733,25.9116,0.6489,0.4589
314.0000,54,184,16,26,0.6750,0.0800,0.7714,0.7200,0.6208,195.0000,0.3250,0.6750,0.3250,0.9200,0.8383,25.5332,0.6311,0.4411
314.5000,53,192,8,27,0.6625,0.0400,0.8689,0.7518,0.6813,202.5000,0.3375,0.6625,0.3375,0.9600,0.8608,27.5142,0.6217,0.4317
315.0000,60,190,10,20,0.7500,0.0500,0.8571,0.8000,0.7303,150.0000,0.2500,0.7500,0.2500,0.9500,0.8833,22.7427,0.6422,0.4522
315.5000,51,192,8,29,0.6375,0.0400,0.8644,0.7338,0.6619,217.5000,0.3625,0.6375,0.3625,0.9600,0.8525,24.8736,0.6165,0.4265
316.0000,65,194,6,15,0.8125,0.0300,0.9155,0.8609,0.8125,112.5000,0.1875,0.8125,0.1875,0.9700,0.9175,27.9222,0.6408,0.4508
316.5000,58,190,10,22,0.7250,0.0500,0.8529,0.7838,0.7111,165.0000,0.2750,0.7250,0.2750,0.9500,0.8750,26.2256,0.6412,0.4512
317.0000,60,195,5,20,0.7500,0.0250,0.9231,0.8276,0.7758,150.0000,0.2500,0.7500,0.2500,0.9750,0.9000,22.6704,0.6371,0.4471
317.5000,57,189,11,23,0.7125,0.0550,0.8382,0.7703,0.6927,172.5000,0.2875,0.7125,0.2875,0.9450,0.8675,26.5736,0.6367,0.4467
318.0000,60,191,9,20,0.7500,0.0450,0.8696,0.8054,0.7391,150.0000,0.2500,0.7500,0.2500,0.9550,0.8867,22.7193,0.6487,0.4587
318.5000,53,185,15,27,0.6625,0.0750,0.7794,0.7162,0.6189,202.5000,0.3375,0.6625,0.3375,0.9250,0.8375,27.6345,0.6202,0.4302
319.0000,55,186,14,25,0.6875,0.0700,0.7971,0.7383,0.6473,187.5000,0.3125,0.6875,0.3125,0.9300,0.8492,27.1750,0.6226,0.4326
319.5000,55,185,15,25,0.6875,0.0750,0.7857,0.7333,0.6390,187.5000,0.3125,0.6875,0.3125,0.9250,0.8458,26.1103,0.6302,0.4402
320.0000,54,192,8,26,0.6750,0.0400,0.8710,0.7606,0.6909,195.0000,0.3250,0.6750,0.3250,0.9600,0.8650,22.7038,0.6400,0.4500
320.5000,58,186,14,22,0.7250,0.0700,0.8056,0.7632,0.6770,165.0000,0.2750,0.7250,0.2750,0.9300,0.8617,25.7803,0.6220,0.4320
321.0000,62,183,17,18,0.7750,0.0850,0.7848,0.7799,0.6926,135.0000,0.2250,0.7750,0.2250,0.9150,0.8683,25.8840,0.6488,0.4588
321.5000,54,186,14,26,0.6750,0.0700,0.7941,0.7297,0.6374,195.0000,0.3250,0.6750,0.3250,0.9300,0.8450,26.7409,0.6295,0.4395
322.0000,62,191,9,18,0.7750,0.0450,0.8732,0.8212,0.7580,135.0000,0.2250,0.7750,0.2250,0.9550,0.8950,23.6864,0.6244,0.4344
322.5000,56,195,5,24,0.7000,0.0250,0.9180,0.7943,0.7387,180.0000,0.3000,0.7000,0.3000,0.9750,0.8833,24.7681,0.6238,0.4338
323.0000,58,188,12,22,0.7250,0.0600,0.8286,0.7733,0.6938,165.0000,0.2750,0.7250,0.2750,0.9400,0.8683,23.4981,0.6325,0.4425
323.5000,51,182,18,29,0.6375,0.0900,0.7391,0.6846,0.5740,217.5000,0.3625,0.6375,0.3625,0.9100,0.8192,24.6848,0.6229,0.4329
324.0000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,27.3130,0.6158,0.4258
324.5000,56,188,12,24,0.7000,0.0600,0.8235,0.7568,0.6742,180.0000,0.3000,0.7000,0.3000,0.9400,0.8600,26.0602,0.6291,0.4391
325.0000,57,183,17,23,0.7125,0.0850,0.7703,0.7403,0.6429,172.5000,0.2875,0.7125,0.2875,0.9150,0.8475,23.9201,0.6331,0.4431
325.5000,64,187,13,16,0.8000,0.0650,0.8312,0.8153,0.7436,120.0000,0.2000,0.8000,0.2000,0.9350,0.8900,26.5645,0.6109,0.4209
326.0000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,26.6810,0.6235,0.4335
326.5000,54,195,5,26,0.6750,0.0250,0.9153,0.7770,0.7200,195.0000,0.3250,0.6750,0.3250,0.9750,0.8750,27.3813,0.6444,0.4544
327.0000,57,184,16,23,0.7125,0.0800,0.7808,0.7451,0.6508,172.5000,0.2875,0.7125,0.2875,0.9200,0.8508,24.7235,0.6176,0.4276
327.5000,55,191,9,25,0.6875,0.0450,0.8594,0.7639,0.6912,187.5000,0.3125,0.6875,0.3125,0.9550,0.8658,23.4892,0.6139,0.4239
328.0000,51,185,15,29,0.6375,0.0750,0.7727,0.6986,0.5987,217.5000,0.3625,0.6375,0.3625,0.9250,0.8292,24.2504,0.6114,0.4214
328.5000,59,184,16,21,0.7375,0.0800,0.7867,0.7613,0.6707,157.5000,0.2625,0.7375,0.2625,0.9200,0.8592,25.5460,0.6469,0.4569
329.0000,60,186,14,20,0.7500,0.0700,0.8108,0.7792,0.6967,150.0000,0.2500,0.7500,0.2500,0.9300,0.8700,25.9596,0.6164,0.4264
329.5000,52,193,7,28,0.6500,0.0350,0.8814,0.7482,0.6813,210.0000,0.3500,0.6500,0.3500,0.9650,0.8600,25.1570,0.6125,0.4225
330.0000,52,191,9,28,0.6500,0.0450,0.8525,0.7376,0.6621,210.0000,0.3500,0.6500,0.3500,0.9550,0.8533,25.1553,0.6288,0.4388
330.5000,59,193,7,21,0.7375,0.0350,0.8939,0.8082,0.7477,157.5000,0.2625,0.7375,0.2625,0.9650,0.8892,23.8362,0.6466,0.4566
331.0000,60,193,7,20,0.7500,0.0350,0.8955,0.8163,0.7571,150.0000,0.2500,0.7500,0.2500,0.9650,0.8933,22.5416,0.6202,0.4302
331.5000,62,191,9,18,0.7750,0.0450,0.8732,0.8212,0.7580,135.0000,0.2250,0.7750,0.2250,0.9550,0.8950,26.4488,0.6129,0.4229
332.0000,54,190,10,26,0.6750,0.0500,0.8438,0.7500,0.6724,195.0000,0.3250,0.6750,0.3250,0.9500,0.8583,26.5128,0.6212,0.4312
332.5000,52,189,11,28,0.6500,0.0550,0.8254,0.7273,0.6437,210.0000,0.3500,0.6500,0.3500,0.9450,0.8467,26.4418,0.6127,0.4227
333.0000,64,192,8,16,0.8000,0.0400,0.8889,0.8421,0.7856,120.0000,0.2000,0.8000,0.2000,0.9600,0.9067,25.8459,0.6219,0.4319
333.5000,53,192,8,27,0.6625,0.0400,0.8689,0.7518,0.6813,202.5000,0.3375,0.6625,0.3375,0.9600,0.8608,22.3495,0.6161,0.4261
334.0000,56,191,9,24,0.7000,0.0450,0.8615,0.7724,0.7009,180.0000,0.3000,0.7000,0.3000,0.9550,0.8700,23.6223,0.6187,0.4287
334.5000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,23.2528,0.6294,0.4394
335.0000,49,185,15,31,0.6125,0.0750,0.7656,0.6806,0.5783,232.5000,0.3875,0.6125,0.3875,0.9250,0.8208,22.5571,0.6349,0.4449
335.5000,56,188,12,24,0.7000,0.0600,0.8235,0.7568,0.6742,180.0000,0.3000,0.7000,0.3000,0.9400,0.8600,24.4979,0.6491,0.4591
336.0000,57,192,8,23,0.7125,0.0400,0.8769,0.7862,0.7196,172.5000,0.2875,0.7125,0.2875,0.9600,0.8775,26.1740,0.6230,0.4330
336.5000,61,194,6,19,0.7625,0.0300,0.9104,0.8299,0.7756,142.5000,0.2375,0.7625,0.2375,0.9700,0.9008,24.4534,0.6413,0.4513
337.0000,62,185,15,18,0.7750,0.0750,0.8052,0.7898,0.7082,135.0000,0.2250,0.7750,0.2250,0.9250,0.8750,27.5390,0.6334,0.4434
337.5000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,26.0171,0.6148,0.4248
338.0000,50,194,6,30,0.6250,0.0300,0.8929,0.7353,0.6720,225.0000,0.3750,0.6250,0.3750,0.9700,0.8550,27.2959,0.6320,0.4420
338.5000,59,193,7,21,0.7375,0.0350,0.8939,0.8082,0.7477,157.5000,0.2625,0.7375,0.2625,0.9650,0.8892,26.2522,0.6405,0.4505
339.0000,62,192,8,18,0.7750,0.0400,0.8857,0.8267,0.7668,135.0000,0.2250,0.7750,0.2250,0.9600,0.8983,26.8244,0.6414,0.4514
339.5000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,23.0181,0.6212,0.4312
340.0000,59,189,11,21,0.7375,0.0550,0.8429,0.7867,0.7120,157.5000,0.2625,0.7375,0.2625,0.9450,0.8758,22.4817,0.6168,0.4268
340.5000,52,194,6,28,0.6500,0.0300,0.8966,0.7536,0.6911,210.0000,0.3500,0.6500,0.3500,0.9700,0.8633,27.0080,0.6205,0.4305
