time_s,tp,tn,fp,fn,dr,fpr,precision,f1,mcc,atk_error_m,rsr,amsr,i_leak,mcar,nsd,detection_ms,trust_score,cnn_conf
341.0000,64,196,4,16,0.8000,0.0200,0.9412,0.8649,0.8217,120.0000,0.2000,0.8000,0.2000,0.9800,0.9200,27.9070,0.6150,0.4250
341.5000,57,189,11,23,0.7125,0.0550,0.8382,0.7703,0.6927,172.5000,0.2875,0.7125,0.2875,0.9450,0.8675,23.5089,0.6466,0.4566
342.0000,52,195,5,28,0.6500,0.0250,0.9123,0.7591,0.7012,210.0000,0.3500,0.6500,0.3500,0.9750,0.8667,26.3089,0.6268,0.4368
342.5000,55,191,9,25,0.6875,0.0450,0.8594,0.7639,0.6912,187.5000,0.3125,0.6875,0.3125,0.9550,0.8658,27.4523,0.6470,0.4570
343.0000,57,195,5,23,0.7125,0.0250,0.9194,0.8028,0.7480,172.5000,0.2875,0.7125,0.2875,0.9750,0.8875,27.5262,0.6418,0.4518
343.5000,55,195,5,25,0.6875,0.0250,0.9167,0.7857,0.7294,187.5000,0.3125,0.6875,0.3125,0.9750,0.8792,27.7400,0.6171,0.4271
344.0000,56,187,13,24,0.7000,0.0650,0.8116,0.7517,0.6657,180.0000,0.3000,0.7000,0.3000,0.9350,0.8567,25.9860,0.6145,0.4245
344.5000,51,186,14,29,0.6375,0.0700,0.7846,0.7034,0.6072,217.5000,0.3625,0.6375,0.3625,0.9300,0.8325,25.5315,0.6315,0.4415
345.0000,55,190,10,25,0.6875,0.0500,0.8462,0.7586,0.6821,187.5000,0.3125,0.6875,0.3125,0.9500,0.8625,26.8079,0.6483,0.4583
345.5000,64,189,11,16,0.8000,0.0550,0.8533,0.8258,0.7600,120.0000,0.2000,0.8000,0.2000,0.9450,0.8967,25.0520,0.6220,0.4320
346.0000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,22.4925,0.6425,0.4525
346.5000,51,191,9,29,0.6375,0.0450,0.8500,0.7286,0.6523,217.5000,0.3625,0.6375,0.3625,0.9550,0.8492,27.2856,0.6465,0.4565
347.0000,63,188,12,17,0.7875,0.0600,0.8400,0.8129,0.7421,127.5000,0.2125,0.7875,0.2125,0.9400,0.8892,23.7719,0.6114,0.4214
347.5000,57,190,10,23,0.7125,0.0500,0.8507,0.7755,0.7015,172.5000,0.2875,0.7125,0.2875,0.9500,0.8708,23.2594,0.6358,0.4458
348.0000,57,186,14,23,0.7125,0.0700,0.8028,0.7550,0.6672,172.5000,0.2875,0.7125,0.2875,0.9300,0.8575,27.3105,0.6440,0.4540
348.5000,55,192,8,25,0.6875,0.0400,0.8730,0.7692,0.7005,187.5000,0.3125,0.6875,0.3125,0.9600,0.8692,27.8149,0.6265,0.4365
349.0000,59,187,13,21,0.7375,0.0650,0.8194,0.7763,0.6951,157.5000,0.2625,0.7375,0.2625,0.9350,0.8692,24.6478,0.6306,0.4406
349.5000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,22.8444,0.6453,0.4553
350.0000,56,196,4,24,0.7000,0.0200,0.9333,0.8000,0.7487,180.0000,0.3000,0.7000,0.3000,0.9800,0.8867,26.5313,0.6450,0.4550
350.5000,50,195,5,30,0.6250,0.0250,0.9091,0.7407,0.6822,225.0000,0.3750,0.6250,0.3750,0.9750,0.8583,25.4582,0.6471,0.4571
351.0000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,27.2721,0.6303,0.4403
351.5000,60,190,10,20,0.7500,0.0500,0.8571,0.8000,0.7303,150.0000,0.2500,0.7500,0.2500,0.9500,0.8833,24.4629,0.6330,0.4430
352.0000,59,191,9,21,0.7375,0.0450,0.8676,0.7973,0.7296,157.5000,0.2625,0.7375,0.2625,0.9550,0.8825,22.6594,0.6472,0.4572
352.5000,57,190,10,23,0.7125,0.0500,0.8507,0.7755,0.7015,172.5000,0.2875,0.7125,0.2875,0.9500,0.8708,23.8615,0.6167,0.4267
353.0000,54,189,11,26,0.6750,0.0550,0.8308,0.7448,0.6634,195.0000,0.3250,0.6750,0.3250,0.9450,0.8550,26.8199,0.6175,0.4275
353.5000,53,194,6,27,0.6625,0.0300,0.8983,0.7626,0.7006,202.5000,0.3375,0.6625,0.3375,0.9700,0.8675,24.1229,0.6391,0.4491
354.0000,59,189,11,21,0.7375,0.0550,0.8429,0.7867,0.7120,157.5000,0.2625,0.7375,0.2625,0.9450,0.8758,24.3033,0.6169,0.4269
354.5000,60,187,13,20,0.7500,0.0650,0.8219,0.7843,0.7049,150.0000,0.2500,0.7500,0.2500,0.9350,0.8733,23.4499,0.6342,0.4442
355.0000,61,190,10,19,0.7625,0.0500,0.8592,0.8079,0.7398,142.5000,0.2375,0.7625,0.2375,0.9500,0.8875,23.2751,0.6359,0.4459
355.5000,57,188,12,23,0.7125,0.0600,0.8261,0.7651,0.6840,172.5000,0.2875,0.7125,0.2875,0.9400,0.8642,24.4862,0.6114,0.4214
356.0000,56,193,7,24,0.7000,0.0350,0.8889,0.7832,0.7194,180.0000,0.3000,0.7000,0.3000,0.9650,0.8767,26.2959,0.6374,0.4474
356.5000,56,196,4,24,0.7000,0.0200,0.9333,0.8000,0.7487,180.0000,0.3000,0.7000,0.3000,0.9800,0.8867,24.6558,0.6365,0.4465
357.0000,59,190,10,21,0.7375,0.0500,0.8551,0.7919,0.7207,157.5000,0.2625,0.7375,0.2625,0.9500,0.8792,25.2534,0.6342,0.4442
357.5000,58,188,12,22,0.7250,0.0600,0.8286,0.7733,0.6938,165.0000,0.2750,0.7250,0.2750,0.9400,0.8683,27.1298,0.6196,0.4296
358.0000,60,188,12,20,0.7500,0.0600,0.8333,0.7895,0.7132,150.0000,0.2500,0.7500,0.2500,0.9400,0.8767,26.8078,0.6299,0.4399
358.5000,56,193,7,24,0.7000,0.0350,0.8889,0.7832,0.7194,180.0000,0.3000,0.7000,0.3000,0.9650,0.8767,25.2153,0.6489,0.4589
359.0000,58,189,11,22,0.7250,0.0550,0.8406,0.7785,0.7024,165.0000,0.2750,0.7250,0.2750,0.9450,0.8717,27.5405,0.6111,0.4211
359.5000,60,186,14,20,0.7500,0.0700,0.8108,0.7792,0.6967,150.0000,0.2500,0.7500,0.2500,0.9300,0.8700,22.8330,0.6342,0.4442
360.0000,56,194,6,24,0.7000,0.0300,0.9032,0.7887,0.7290,180.0000,0.3000,0.7000,0.3000,0.9700,0.8800,25.7176,0.6181,0.4281
360.5000,56,181,19,24,0.7000,0.0950,0.7467,0.7226,0.6172,180.0000,0.3000,0.7000,0.3000,0.9050,0.8367,28.0032,0.6370,0.4470
361.0000,59,187,13,21,0.7375,0.0650,0.8194,0.7763,0.6951,157.5000,0.2625,0.7375,0.2625,0.9350,0.8692,23.5743,0.6249,0.4349
361.5000,51,189,11,29,0.6375,0.0550,0.8226,0.7183,0.6338,217.5000,0.3625,0.6375,0.3625,0.9450,0.8425,26.1595,0.6331,0.4431
362.0000,57,187,13,23,0.7125,0.0650,0.8143,0.7600,0.6755,172.5000,0.2875,0.7125,0.2875,0.9350,0.8608,25.4057,0.6235,0.4335
362.5000,60,191,9,20,0.7500,0.0450,0.8696,0.8054,0.7391,150.0000,0.2500,0.7500,0.2500,0.9550,0.8867,25.3321,0.6208,0.4308
363.0000,59,187,13,21,0.7375,0.0650,0.8194,0.7763,0.6951,157.5000,0.2625,0.7375,0.2625,0.9350,0.8692,24.6706,0.6182,0.4282
363.5000,63,191,9,17,0.7875,0.0450,0.8750,0.8289,0.7675,127.5000,0.2125,0.7875,0.2125,0.9550,0.8992,24.9021,0.6257,0.4357
364.0000,57,190,10,23,0.7125,0.0500,0.8507,0.7755,0.7015,172.5000,0.2875,0.7125,0.2875,0.9500,0.8708,27.4846,0.6195,0.4295
364.5000,56,191,9,24,0.7000,0.0450,0.8615,0.7724,0.7009,180.0000,0.3000,0.7000,0.3000,0.9550,0.8700,24.1517,0.6196,0.4296
365.0000,62,192,8,18,0.7750,0.0400,0.8857,0.8267,0.7668,135.0000,0.2250,0.7750,0.2250,0.9600,0.8983,25.1851,0.6190,0.4290
365.5000,55,187,13,25,0.6875,0.0650,0.8088,0.7432,0.6558,187.5000,0.3125,0.6875,0.3125,0.9350,0.8525,24.3246,0.6107,0.4207
366.0000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,25.3220,0.6233,0.4333
366.5000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,22.7894,0.6192,0.4292
367.0000,55,183,17,25,0.6875,0.0850,0.7639,0.7237,0.6228,187.5000,0.3125,0.6875,0.3125,0.9150,0.8392,26.9898,0.6289,0.4389
367.5000,56,186,14,24,0.7000,0.0700,0.8000,0.7467,0.6573,180.0000,0.3000,0.7000,0.3000,0.9300,0.8533,26.6300,0.6269,0.4369
368.0000,61,186,14,19,0.7625,0.0700,0.8133,0.7871,0.7064,142.5000,0.2375,0.7625,0.2375,0.9300,0.8742,22.7660,0.6113,0.4213
368.5000,57,189,11,23,0.7125,0.0550,0.8382,0.7703,0.6927,172.5000,0.2875,0.7125,0.2875,0.9450,0.8675,23.3070,0.6315,0.4415
369.0000,64,194,6,16,0.8000,0.0300,0.9143,0.8533,0.8033,120.0000,0.2000,0.8000,0.2000,0.9700,0.9133,25.7423,0.6108,0.4208
369.5000,58,193,7,22,0.7250,0.0350,0.8923,0.8000,0.7383,165.0000,0.2750,0.7250,0.2750,0.9650,0.8850,27.2950,0.6182,0.4282
370.0000,62,183,17,18,0.7750,0.0850,0.7848,0.7799,0.6926,135.0000,0.2250,0.7750,0.2250,0.9150,0.8683,22.7530,0.6169,0.4269
370.5000,59,187,13,21,0.7375,0.0650,0.8194,0.7763,0.6951,157.5000,0.2625,0.7375,0.2625,0.9350,0.8692,26.1612,0.6329,0.4429
371.0000,66,192,8,14,0.8250,0.0400,0.8919,0.8571,0.8042,105.0000,0.1750,0.8250,0.1750,0.9600,0.9150,27.4390,0.6252,0.4352
371.5000,55,187,13,25,0.6875,0.0650,0.8088,0.7432,0.6558,187.5000,0.3125,0.6875,0.3125,0.9350,0.8525,25.5034,0.6428,0.4528
372.0000,68,189,11,12,0.8500,0.0550,0.8608,0.8553,0.7980,90.0000,0.1500,0.8500,0.1500,0.9450,0.9133,24.2053,0.6440,0.4540
372.5000,61,191,9,19,0.7625,0.0450,0.8714,0.8133,0.7486,142.5000,0.2375,0.7625,0.2375,0.9550,0.8908,26.6055,0.6308,0.4408
373.0000,57,185,15,23,0.7125,0.0750,0.7917,0.7500,0.6589,172.5000,0.2875,0.7125,0.2875,0.9250,0.8542,24.6159,0.6230,0.4330
373.5000,60,189,11,20,0.7500,0.0550,0.8451,0.7947,0.7217,150.0000,0.2500,0.7500,0.2500,0.9450,0.8800,27.2271,0.6388,0.4488
374.0000,65,184,16,15,0.8125,0.0800,0.8025,0.8075,0.7298,112.5000,0.1875,0.8125,0.1875,0.9200,0.8842,27.7843,0.6116,0.4216
374.5000,55,187,13,25,0.6875,0.0650,0.8088,0.7432,0.6558,187.5000,0.3125,0.6875,0.3125,0.9350,0.8525,25.6105,0.6408,0.4508
375.0000,57,189,11,23,0.7125,0.0550,0.8382,0.7703,0.6927,172.5000,0.2875,0.7125,0.2875,0.9450,0.8675,22.3737,0.6105,0.4205
375.5000,58,189,11,22,0.7250,0.0550,0.8406,0.7785,0.7024,165.0000,0.2750,0.7250,0.2750,0.9450,0.8717,25.0524,0.6256,0.4356
376.0000,57,183,17,23,0.7125,0.0850,0.7703,0.7403,0.6429,172.5000,0.2875,0.7125,0.2875,0.9150,0.8475,24.1435,0.6383,0.4483
376.5000,51,193,7,29,0.6375,0.0350,0.8793,0.7391,0.6716,217.5000,0.3625,0.6375,0.3625,0.9650,0.8558,23.2434,0.6281,0.4381
377.0000,62,196,4,18,0.7750,0.0200,0.9394,0.8493,0.8036,135.0000,0.2250,0.7750,0.2250,0.9800,0.9117,23.0418,0.6424,0.4524
377.5000,55,187,13,25,0.6875,0.0650,0.8088,0.7432,0.6558,187.5000,0.3125,0.6875,0.3125,0.9350,0.8525,26.7698,0.6362,0.4462
378.0000,52,190,10,28,0.6500,0.0500,0.8387,0.7324,0.6528,210.0000,0.3500,0.6500,0.3500,0.9500,0.8500,27.0764,0.6488,0.4588
378.5000,55,190,10,25,0.6875,0.0500,0.8462,0.7586,0.6821,187.5000,0.3125,0.6875,0.3125,0.9500,0.8625,23.6593,0.6231,0.4331
379.0000,54,188,12,26,0.6750,0.0600,0.8182,0.7397,0.6546,195.0000,0.3250,0.6750,0.3250,0.9400,0.8517,23.8041,0.6203,0.4303
379.5000,60,192,8,20,0.7500,0.0400,0.8824,0.8108,0.7480,150.0000,0.2500,0.7500,0.2500,0.9600,0.8900,23.3855,0.6470,0.4570
380.0000,55,191,9,25,0.6875,0.0450,0.8594,0.7639,0.6912,187.5000,0.3125,0.6875,0.3125,0.9550,0.8658,26.4748,0.6476,0.4576
380.5000,60,191,9,20,0.7500,0.0450,0.8696,0.8054,0.7391,150.0000,0.2500,0.7500,0.2500,0.9550,0.8867,24.7270,0.6493,0.4593
381.0000,56,196,4,24,0.7000,0.0200,0.9333,0.8000,0.7487,180.0000,0.3000,0.7000,0.3000,0.9800,0.8867,24.1989,0.6438,0.4538
381.5000,54,190,10,26,0.6750,0.0500,0.8438,0.7500,0.6724,195.0000,0.3250,0.6750,0.3250,0.9500,0.8583,26.0218,0.6151,0.4251
382.0000,55,186,14,25,0.6875,0.0700,0.7971,0.7383,0.6473,187.5000,0.3125,0.6875,0.3125,0.9300,0.8492,27.9583,0.6254,0.4354
382.5000,56,193,7,24,0.7000,0.0350,0.8889,0.7832,0.7194,180.0000,0.3000,0.7000,0.3000,0.9650,0.8767,22.9570,0.6432,0.4532
383.0000,53,192,8,27,0.6625,0.0400,0.8689,0.7518,0.6813,202.5000,0.3375,0.6625,0.3375,0.9600,0.8608,26.7355,0.6133,0.4233
383.5000,62,188,12,18,0.7750,0.0600,0.8378,0.8052,0.7325,135.0000,0.2250,0.7750,0.2250,0.9400,0.8850,24.0321,0.6194,0.4294
384.0000,57,184,16,23,0.7125,0.0800,0.7808,0.7451,0.6508,172.5000,0.2875,0.7125,0.2875,0.9200,0.8508,25.8650,0.6381,0.4481
384.5000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,27.4915,0.6450,0.4550
385.0000,55,187,13,25,0.6875,0.0650,0.8088,0.7432,0.6558,187.5000,0.3125,0.6875,0.3125,0.9350,0.8525,27.0600,0.6318,0.4418
385.5000,61,194,6,19,0.7625,0.0300,0.9104,0.8299,0.7756,142.5000,0.2375,0.7625,0.2375,0.9700,0.9008,24.2729,0.6150,0.4250
386.0000,60,189,11,20,0.7500,0.0550,0.8451,0.7947,0.7217,150.0000,0.2500,0.7500,0.2500,0.9450,0.8800,24.2493,0.6174,0.4274
386.5000,64,188,12,16,0.8000,0.0600,0.8421,0.8205,0.7517,120.0000,0.2000,0.8000,0.2000,0.9400,0.8933,24.9442,0.6176,0.4276
387.0000,56,192,8,24,0.7000,0.0400,0.8750,0.7778,0.7100,180.0000,0.3000,0.7000,0.3000,0.9600,0.8733,25.2716,0.6413,0.4513
387.5000,54,188,12,26,0.6750,0.0600,0.8182,0.7397,0.6546,195.0000,0.3250,0.6750,0.3250,0.9400,0.8517,26.7820,0.6175,0.4275
388.0000,58,190,10,22,0.7250,0.0500,0.8529,0.7838,0.7111,165.0000,0.2750,0.7250,0.2750,0.9500,0.8750,23.3890,0.6291,0.4391
388.5000,53,187,13,27,0.6625,0.0650,0.8030,0.7260,0.6359,202.5000,0.3375,0.6625,0.3375,0.9350,0.8442,25.8175,0.6227,0.4327
389.0000,58,187,13,22,0.7250,0.0650,0.8169,0.7682,0.6853,165.0000,0.2750,0.7250,0.2750,0.9350,0.8650,25.0975,0.6137,0.4237
389.5000,53,190,10,27,0.6625,0.0500,0.8413,0.7413,0.6626,202.5000,0.3375,0.6625,0.3375,0.9500,0.8542,25.8697,0.6449,0.4549
390.0000,55,185,15,25,0.6875,0.0750,0.7857,0.7333,0.6390,187.5000,0.3125,0.6875,0.3125,0.9250,0.8458,28.0479,0.6482,0.4582
390.5000,58,184,16,22,0.7250,0.0800,0.7838,0.7532,0.6608,165.0000,0.2750,0.7250,0.2750,0.9200,0.8550,24.3994,0.6423,0.4523
391.0000,56,194,6,24,0.7000,0.0300,0.9032,0.7887,0.7290,180.0000,0.3000,0.7000,0.3000,0.9700,0.8800,25.7436,0.6414,0.4514
391.5000,61,193,7,19,0.7625,0.0350,0.8971,0.8243,0.7664,142.5000,0.2375,0.7625,0.2375,0.9650,0.8975,22.8567,0.6371,0.4471
392.0000,56,194,6,24,0.7000,0.0300,0.9032,0.7887,0.7290,180.0000,0.3000,0.7000,0.3000,0.9700,0.8800,24.2295,0.6330,0.4430
392.5000,60,194,6,20,0.7500,0.0300,0.9091,0.8219,0.7663,150.0000,0.2500,0.7500,0.2500,0.9700,0.8967,22.5331,0.6338,0.4438
393.0000,57,186,14,23,0.7125,0.0700,0.8028,0.7550,0.6672,172.5000,0.2875,0.7125,0.2875,0.9300,0.8575,23.5914,0.6250,0.4350
393.5000,59,185,15,21,0.7375,0.0750,0.7973,0.7662,0.6787,157.5000,0.2625,0.7375,0.2625,0.9250,0.8625,24.0007,0.6395,0.4495
394.0000,57,191,9,23,0.7125,0.0450,0.8636,0.7808,0.7104,172.5000,0.2875,0.7125,0.2875,0.9550,0.8742,26.4008,0.6429,0.4529
394.5000,57,193,7,23,0.7125,0.0350,0.8906,0.7917,0.7289,172.5000,0.2875,0.7125,0.2875,0.9650,0.8808,23.6813,0.6232,0.4332
395.0000,64,192,8,16,0.8000,0.0400,0.8889,0.8421,0.7856,120.0000,0.2000,0.8000,0.2000,0.9600,0.9067,24.2853,0.6375,0.4475
395.5000,54,188,12,26,0.6750,0.0600,0.8182,0.7397,0.6546,195.0000,0.3250,0.6750,0.3250,0.9400,0.8517,24.3214,0.6104,0.4204
396.0000,54,194,6,26,0.6750,0.0300,0.9000,0.7714,0.7101,195.0000,0.3250,0.6750,0.3250,0.9700,0.8717,24.6492,0.6417,0.4517
396.5000,60,192,8,20,0.7500,0.0400,0.8824,0.8108,0.7480,150.0000,0.2500,0.7500,0.2500,0.9600,0.8900,28.0277,0.6113,0.4213
397.0000,57,190,10,23,0.7125,0.0500,0.8507,0.7755,0.7015,172.5000,0.2875,0.7125,0.2875,0.9500,0.8708,24.5807,0.6383,0.4483
397.5000,52,190,10,28,0.6500,0.0500,0.8387,0.7324,0.6528,210.0000,0.3500,0.6500,0.3500,0.9500,0.8500,27.6490,0.6362,0.4462
398.0000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,23.7858,0.6490,0.4590
398.5000,63,183,17,17,0.7875,0.0850,0.7875,0.7875,0.7025,127.5000,0.2125,0.7875,0.2125,0.9150,0.8725,26.3062,0.6178,0.4278
399.0000,56,192,8,24,0.7000,0.0400,0.8750,0.7778,0.7100,180.0000,0.3000,0.7000,0.3000,0.9600,0.8733,22.6960,0.6183,0.4283
399.5000,48,190,10,32,0.6000,0.0500,0.8276,0.6957,0.6131,240.0000,0.4000,0.6000,0.4000,0.9500,0.8333,26.2065,0.6329,0.4429
400.0000,60,187,13,20,0.7500,0.0650,0.8219,0.7843,0.7049,150.0000,0.2500,0.7500,0.2500,0.9350,0.8733,25.7247,0.6336,0.4436
400.5000,64,191,9,16,0.8000,0.0450,0.8767,0.8366,0.7769,120.0000,0.2000,0.8000,0.2000,0.9550,0.9033,23.9218,0.6116,0.4216
401.0000,53,190,10,27,0.6625,0.0500,0.8413,0.7413,0.6626,202.5000,0.3375,0.6625,0.3375,0.9500,0.8542,25.3674,0.6356,0.4456
401.5000,60,188,12,20,0.7500,0.0600,0.8333,0.7895,0.7132,150.0000,0.2500,0.7500,0.2500,0.9400,0.8767,27.4098,0.6430,0.4530
402.0000,59,189,11,21,0.7375,0.0550,0.8429,0.7867,0.7120,157.5000,0.2625,0.7375,0.2625,0.9450,0.8758,25.9250,0.6311,0.4411
402.5000,53,191,9,27,0.6625,0.0450,0.8548,0.7465,0.6719,202.5000,0.3375,0.6625,0.3375,0.9550,0.8575,26.7268,0.6284,0.4384
403.0000,63,189,11,17,0.7875,0.0550,0.8514,0.8182,0.7504,127.5000,0.2125,0.7875,0.2125,0.9450,0.8925,25.0769,0.6495,0.4595
403.5000,51,188,12,29,0.6375,0.0600,0.8095,0.7133,0.6248,217.5000,0.3625,0.6375,0.3625,0.9400,0.8392,25.8528,0.6278,0.4378
404.0000,63,189,11,17,0.7875,0.0550,0.8514,0.8182,0.7504,127.5000,0.2125,0.7875,0.2125,0.9450,0.8925,26.0806,0.6202,0.4302
404.5000,58,184,16,22,0.7250,0.0800,0.7838,0.7532,0.6608,165.0000,0.2750,0.7250,0.2750,0.9200,0.8550,24.6513,0.6232,0.4332
405.0000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,27.5784,0.6156,0.4256
405.5000,55,187,13,25,0.6875,0.0650,0.8088,0.7432,0.6558,187.5000,0.3125,0.6875,0.3125,0.9350,0.8525,23.9974,0.6369,0.4469
406.0000,58,188,12,22,0.7250,0.0600,0.8286,0.7733,0.6938,165.0000,0.2750,0.7250,0.2750,0.9400,0.8683,24.2604,0.6432,0.4532
406.5000,57,189,11,23,0.7125,0.0550,0.8382,0.7703,0.6927,172.5000,0.2875,0.7125,0.2875,0.9450,0.8675,22.9819,0.6289,0.4389
407.0000,59,186,14,21,0.7375,0.0700,0.8082,0.7712,0.6869,157.5000,0.2625,0.7375,0.2625,0.9300,0.8658,24.3367,0.6180,0.4280
407.5000,52,193,7,28,0.6500,0.0350,0.8814,0.7482,0.6813,210.0000,0.3500,0.6500,0.3500,0.9650,0.8600,26.9148,0.6426,0.4526
408.0000,58,191,9,22,0.7250,0.0450,0.8657,0.7891,0.7200,165.0000,0.2750,0.7250,0.2750,0.9550,0.8783,24.3692,0.6302,0.4402
408.5000,56,187,13,24,0.7000,0.0650,0.8116,0.7517,0.6657,180.0000,0.3000,0.7000,0.3000,0.9350,0.8567,24.1775,0.6230,0.4330
409.0000,56,192,8,24,0.7000,0.0400,0.8750,0.7778,0.7100,180.0000,0.3000,0.7000,0.3000,0.9600,0.8733,24.9323,0.6497,0.4597
409.5000,53,189,11,27,0.6625,0.0550,0.8281,0.7361,0.6536,202.5000,0.3375,0.6625,0.3375,0.9450,0.8508,23.7387,0.6327,0.4427
410.0000,58,190,10,22,0.7250,0.0500,0.8529,0.7838,0.7111,165.0000,0.2750,0.7250,0.2750,0.9500,0.8750,23.5564,0.6357,0.4457
410.5000,58,184,16,22,0.7250,0.0800,0.7838,0.7532,0.6608,165.0000,0.2750,0.7250,0.2750,0.9200,0.8550,26.1930,0.6229,0.4329
411.0000,62,190,10,18,0.7750,0.0500,0.8611,0.8158,0.7494,135.0000,0.2250,0.7750,0.2250,0.9500,0.8917,23.0250,0.6187,0.4287
411.5000,58,191,9,22,0.7250,0.0450,0.8657,0.7891,0.7200,165.0000,0.2750,0.7250,0.2750,0.9550,0.8783,27.8492,0.6206,0.4306
412.0000,55,187,13,25,0.6875,0.0650,0.8088,0.7432,0.6558,187.5000,0.3125,0.6875,0.3125,0.9350,0.8525,27.5892,0.6199,0.4299
412.5000,52,194,6,28,0.6500,0.0300,0.8966,0.7536,0.6911,210.0000,0.3500,0.6500,0.3500,0.9700,0.8633,27.2225,0.6230,0.4330
413.0000,58,192,8,22,0.7250,0.0400,0.8788,0.7945,0.7291,165.0000,0.2750,0.7250,0.2750,0.9600,0.8817,26.7061,0.6299,0.4399
413.5000,52,191,9,28,0.6500,0.0450,0.8525,0.7376,0.6621,210.0000,0.3500,0.6500,0.3500,0.9550,0.8533,25.9744,0.6192,0.4292
414.0000,56,191,9,24,0.7000,0.0450,0.8615,0.7724,0.7009,180.0000,0.3000,0.7000,0.3000,0.9550,0.8700,23.5300,0.6441,0.4541
414.5000,61,190,10,19,0.7625,0.0500,0.8592,0.8079,0.7398,142.5000,0.2375,0.7625,0.2375,0.9500,0.8875,24.1301,0.6240,0.4340
415.0000,57,191,9,23,0.7125,0.0450,0.8636,0.7808,0.7104,172.5000,0.2875,0.7125,0.2875,0.9550,0.8742,25.2846,0.6422,0.4522
415.5000,59,188,12,21,0.7375,0.0600,0.8310,0.7815,0.7035,157.5000,0.2625,0.7375,0.2625,0.9400,0.8725,22.6227,0.6453,0.4553
416.0000,59,193,7,21,0.7375,0.0350,0.8939,0.8082,0.7477,157.5000,0.2625,0.7375,0.2625,0.9650,0.8892,24.7943,0.6152,0.4252
416.5000,56,190,10,24,0.7000,0.0500,0.8485,0.7671,0.6918,180.0000,0.3000,0.7000,0.3000,0.9500,0.8667,23.2949,0.6376,0.4476
417.0000,61,189,11,19,0.7625,0.0550,0.8472,0.8026,0.7313,142.5000,0.2375,0.7625,0.2375,0.9450,0.8842,24.4405,0.6395,0.4495
417.5000,59,192,8,21,0.7375,0.0400,0.8806,0.8027,0.7385,157.5000,0.2625,0.7375,0.2625,0.9600,0.8858,23.7334,0.6104,0.4204
418.0000,55,188,12,25,0.6875,0.0600,0.8209,0.7483,0.6644,187.5000,0.3125,0.6875,0.3125,0.9400,0.8558,26.6428,0.6400,0.4500
418.5000,60,192,8,20,0.7500,0.0400,0.8824,0.8108,0.7480,150.0000,0.2500,0.7500,0.2500,0.9600,0.8900,26.0383,0.6371,0.4471
